Collocation,Score
author paul,17.038860724387206
backward drawing,17.038860724387206
commuter line,17.038860724387206
corridors wwc,17.038860724387206
customized toolboxes,17.038860724387206
customized version,17.038860724387206
defense meteorological,17.038860724387206
explicit formula,17.038860724387206
fifty discrete,17.038860724387206
fixed atomic,17.038860724387206
gained sudden,17.038860724387206
geography inegi,17.038860724387206
hanoi province,17.038860724387206
indicator utfvi,17.038860724387206
lai particle,17.038860724387206
lands riverine,17.038860724387206
managing omnichannel,17.038860724387206
manner preserving,17.038860724387206
metro line,17.038860724387206
node belongs,17.038860724387206
official webtexts,17.038860724387206
passenger screening,17.038860724387206
province vietnam,17.038860724387206
representing french,17.038860724387206
representing roughly,17.038860724387206
rethinking democracy,17.038860724387206
scan line,17.038860724387206
subjects n,17.038860724387206
swiftly evolving,17.038860724387206
syntactic blueprint,17.038860724387206
teams discovered,17.038860724387206
trap nest,17.038860724387206
typically assumed,17.038860724387206
typically extracts,17.038860724387206
utfvi resulted,17.038860724387206
vacancy risks,17.038860724387206
socioeconomic attributes,17.03836033534301
study seeks,17.032715136884185
management strategies,17.029648831786588
human factors,17.027608269661833
key factors,17.026113329582728
minimum air,17.02532263196721
city officials,17.017546494963863
current trends,17.015898269052144
emergency services,17.015746077415436
boosting gb,16.998814915974357
congestion anticipation,16.998814915974357
electric motors,16.998814915974357
empirical examination,16.998814915974357
empirical quantile,16.998814915974357
game mmog,16.998814915974357
goal safely,16.998814915974357
highest inequity,16.998814915974357
multiplier electric,16.998814915974357
nd game,16.998814915974357
pluralist nature,16.998814915974357
proactively detect,16.998814915974357
selection drlvs,16.998814915974357
symbolical interpretation,16.998814915974357
theory concentric,16.998814915974357
trajectories deviate,16.998814915974357
widely accepted,16.998814915974357
demand response,16.994916994931
main goal,16.986197038227463
factors solar,16.984868694167663
detection technique,16.982641072236675
multiple gnss,16.9818198985227
like gps,16.98030445818063
dynamic process,16.968718164123636
dt system,16.961008878768617
reception classification,16.94885641521934
conversely subjective,16.924723897513406
exposure attachment,16.924723897513406
fully mechanically,16.924723897513406
graph summarization,16.924723897513406
hardly fully,16.924723897513406
inertia ca,16.924723897513406
monotonic positive,16.924723897513406
search dfps,16.924723897513406
seemingly subjective,16.924723897513406
single triaxial,16.924723897513406
sleuth ca,16.924723897513406
stabilize positive,16.924723897513406
subjective questionnaires,16.924723897513406
kappa simulation,16.923590705314574
contribution rate,16.92308760872418
accessibility levels,16.911618245139685
county china,16.89622234510783
multivariate regression,16.89622234510783
mitigate climate,16.892903106605875
generic image,16.8921406214103
data data,16.879147882089686
street segments,16.87112705708398
visual interface,16.854107621966023
acoustics signals,16.853280133686983
carbon dioxide,16.853280133686983
conventional steering,16.853280133686983
effectively advise,16.853280133686983
effectively elicited,16.853280133686983
empowered insights,16.853280133686983
insights comparability,16.853280133686983
manifestations elements,16.853280133686983
mediating layer,16.853280133686983
od interactive,16.853280133686983
punter classified,16.853280133686983
rapidly ascended,16.853280133686983
rapidly deteriorating,16.853280133686983
rapidly repurposed,16.853280133686983
revenue loss,16.853280133686983
signals transmitted,16.853280133686983
straight roads,16.853280133686983
suitable nesting,16.853280133686983
design methods,16.846953774485577
increasing amount,16.84417554298098
comprehensive review,16.844175542980977
future work,16.84307136728299
catchment area,16.842642244170758
damage detection,16.84088206269034
new way,16.8370239508286
infrastructure planning,16.82773419212858
location problem,16.82457870185362
knowledge base,16.812436187533045
communication technologies,16.811759431750588
empirical analysis,16.81149890665406
automatically extracted,16.810897357313916
object categories,16.810897357313916
highly detailed,16.810863415232365
integration levels,16.802579070026045
different functions,16.799839741731315
meaningful travel,16.79814807640928
application areas,16.79707588081371
settlements using,16.786888813477322
combining numeric,16.784300942577232
fasted path,16.784300942577232
flood inundation,16.784300942577232
google amazon,16.784300942577232
lacks flood,16.784300942577232
lst downscalingwas,16.784300942577232
multiplayer online,16.784300942577232
mutually improving,16.784300942577232
online taxicab,16.784300942577232
overviews part,16.784300942577232
power utilities,16.784300942577232
recently challenged,16.784300942577232
shortest path,16.784300942577232
six orders,16.784300942577232
southwestern part,16.784300942577232
thrilling power,16.784300942577232
effect indices,16.76421299168318
becomes colder,16.752181967290298
behavioural profiles,16.752181967290298
bounds implementing,16.752181967290298
changshu experienced,16.752181967290298
civic voices,16.752181967290298
controlled characters,16.752181967290298
exploratory exercise,16.752181967290298
extended attraction,16.752181967290298
move differently,16.752181967290298
plane filtering,16.752181967290298
protecting farmland,16.752181967290298
resilience inclusiveness,16.752181967290298
roof colors,16.752181967290298
simplicity flexibility,16.752181967290298
slightly outperforming,16.752181967290298
specify civic,16.752181967290298
speckle filtering,16.752181967290298
stable decoder,16.752181967290298
subsequent aftermath,16.752181967290298
tourists move,16.752181967290298
town centre,16.752181967290298
visions ideas,16.752181967290298
visual data,16.750134609148787
afforestation programs,16.72999939015533
argues facilitated,16.72999939015533
border suffer,16.72999939015533
businesses attractiveness,16.72999939015533
cameras installed,16.72999939015533
causes legal,16.72999939015533
chose berlin,16.72999939015533
civil organizations,16.72999939015533
clear meaning,16.72999939015533
concrete contents,16.72999939015533
continues regardless,16.72999939015533
correctly classifies,16.72999939015533
culture metabolism,16.72999939015533
decided similarly,16.72999939015533
democratic republic,16.72999939015533
demonstration cioiv,16.72999939015533
entropy ioe,16.72999939015533
extremely randomized,16.72999939015533
favour fragmented,16.72999939015533
free ux,16.72999939015533
gi enhancement,16.72999939015533
heavily distorted,16.72999939015533
humanity faces,16.72999939015533
humanity heavy,16.72999939015533
initially supervoxels,16.72999939015533
italy spacescapes,16.72999939015533
legal consumers,16.72999939015533
lid stormwater,16.72999939015533
manhattan berlin,16.72999939015533
motion picture,16.72999939015533
multisensory laboratory,16.72999939015533
multitemporal mt,16.72999939015533
negatively affects,16.72999939015533
negatively correlate,16.72999939015533
offline channels,16.72999939015533
optimised pf,16.72999939015533
participant rating,16.72999939015533
portland displays,16.72999939015533
rail competition,16.72999939015533
stronger restrictions,16.72999939015533
terrestrial ecosystems,16.72999939015533
thorough multidisciplinary,16.72999939015533
tod principles,16.72999939015533
whilst ed,16.72999939015533
errors mean,16.728888938412318
features including,16.726754772732814
emerging technology,16.718436061896934
algorithmically derived,16.717621924741316
attenuate gps,16.717621924741316
cellular towers,16.717621924741316
degrade gps,16.717621924741316
gamification platform,16.717621924741316
geotagging topic,16.717621924741316
shown exceptional,16.717621924741316
topic hierarchies,16.717621924741316
zones haicang,16.717621924741316
recognition using,16.715894642822565
using iot,16.715894642822565
low susceptibility,16.712610936095675
novel ways,16.697216839644593
main contribution,16.691227917443477
functional distance,16.68044811450936
objective sensor,16.68044811450936
policy implications,16.68044811450936
active research,16.67945371407024
continuous monitoring,16.665280361784262
cluster dynamics,16.66013777228683
navigation satellite,16.66013777228683
satellite elevation,16.660137772286827
satellite navigation,16.660137772286827
small amount,16.65907652461597
bitmap indices,16.653094601987625
commercial thoroughfare,16.653094601987625
commercial touristy,16.653094601987625
dioxide emissions,16.653094601987625
earth supported,16.653094601987625
functional mixing,16.653094601987625
generate disappointing,16.653094601987625
generate drawings,16.653094601987625
geolife provided,16.653094601987625
ghg emissions,16.653094601987625
incentives provided,16.653094601987625
incomes reduce,16.653094601987625
indices conversely,16.653094601987625
integer linear,16.653094601987625
linear polynomial,16.653094601987625
linear waterways,16.653094601987625
nesting opportunities,16.653094601987625
overcrowded volume,16.653094601987625
primal objective,16.653094601987625
