Collocation By PMI,Score By PMI,Document By PMI,Collocation By Chi_square,Score By Chi_square,Document By Chi_square,Collocation By Likelihood_ratio,Score By Likelihood_ratio,Document By Likelihood_ratio
distinct socioeconomic,8.862117034593883,1,tremendous need,564.7141054385568,1,collects relevant,12.285909847098992,1
exposure vulnerability,8.862117034593883,1,value belonging,564.7141054385568,1,importance accounting,12.285909847098992,1
find interesting,8.862117034593883,1,eight bands,564.6360703260115,1,integrating exogenous,12.285909847098992,1
find official,8.862117034593883,1,enhancing ecosystem,564.6360703260115,1,mind integrating,12.285909847098992,1
function combinations,8.862117034593883,1,hydrological devices,564.6360703260115,1,relevant personnel,12.285909847098992,1
function kernel,8.862117034593883,1,records ever,564.6360703260115,1,collapse simulation,12.272351831207965,1
getting accurate,8.862117034593883,1,scientific political,564.6360703260115,1,provide detailed,12.271273943013945,2
heat hazard,8.862117034593883,2,tracking records,564.6360703260115,1,urban using,12.255174271253296,1
incorporating supervised,8.862117034593883,1,uavs devices,564.6360703260115,1,different altitudes,12.253608926360466,1
issue worldwide,8.862117034593883,1,whether manual,564.6360703260115,1,different audiences,12.253608926360466,1
kernel function,8.862117034593883,1,visual quality,564.2553851947252,2,different essays,12.253608926360466,1
mc spatial,8.862117034593883,1,newly developed,564.2131732410336,2,different formats,12.253608926360466,1
neighboring regions,8.862117034593883,1,visual representation,564.0685205189633,3,different hotels,12.253608926360466,1
nonconstant spatial,8.862117034593883,1,thus leading,564.0398651540086,2,different majors,12.253608926360466,1
parametric solution,8.862117034593883,1,around us,563.9965547668043,2,different soundscenes,12.253608926360466,1
pedestrian count,8.862117034593883,1,existing works,562.9390322101676,2,different trigger,12.253608926360466,1
previous farmland,8.862117034593883,1,accurately extract,562.7834131445303,2,distinctly different,12.253608926360466,1
regions confirm,8.862117034593883,1,properties extracted,562.7834131445303,1,paper looks,12.253608926360466,1
respectively half,8.862117034593883,1,regression models,562.4244086122138,10,paper puts,12.253608926360466,1
rising demand,8.862117034593883,1,decisions consequently,562.2133260184876,1,drawbacks due,12.244197244195048,1
sensing maximizing,8.862117034593883,1,extensively tested,562.2133260184876,1,effective warnings,12.244197244195048,1
serious issue,8.862117034593883,1,foursquare users,562.2133260184876,1,expressions due,12.244197244195048,1
single hidden,8.862117034593883,1,manage decisions,562.2133260184876,1,occlusions due,12.244197244195048,1
socioeconomic profiles,8.862117034593883,1,mode label,562.2133260184876,1,planners earlier,12.244197244195048,1
spatial adjacency,8.862117034593883,1,content analyses,562.1787975982626,1,bring appropriate,12.23861260348123,1
spatial cm,8.862117034593883,1,fast becoming,562.1787975982626,1,choose appropriate,12.23861260348123,1
spatial differentiation,8.862117034593883,1,maximum pois,562.1787975982626,1,increment relative,12.23861260348123,1
spatial randomness,8.862117034593883,1,methodologies objectives,562.1787975982626,1,mathematical transformations,12.23861260348123,1
spatial syntactical,8.862117034593883,1,pois maximum,562.1787975982626,1,needs immediate,12.23861260348123,1
subjective bias,8.862117034593883,1,relations revealed,562.1787975982626,1,practical considerations,12.23861260348123,1
topographic maps,8.862117034593883,2,scheme verify,562.1787975982626,1,simple enough,12.23861260348123,1
towns regions,8.862117034593883,1,sensitivity analyses,562.1787975982626,1,uav communications,12.23861260348123,1
transit nodes,8.862117034593883,1,site involving,562.1787975982626,1,assumptions five,12.238317009568746,1
twitter tweets,8.862117034593883,1,information contained,561.3860101357365,2,increasing coli,12.238317009568746,1
urbanizing regions,8.862117034593883,1,study bridges,560.8293430822147,2,increasing diffusion,12.238317009568746,1
urgent challenge,8.862117034593883,1,iterative process,560.644132141344,2,increasing grade,12.238317009568746,1
valid solution,8.862117034593883,1,exciting new,560.6120613235312,1,make investments,12.238317009568746,1
ecosystem service,8.859028852806313,6,liangjiang new,560.6120613235312,1,physical matters,12.238317009568746,1
achieved relying,8.851848699140056,1,new alliance,560.6120613235312,1,scenarios running,12.238317009568746,1
adequate coverage,8.851848699140056,1,new delhi,560.6120613235312,1,via dimensionality,12.238317009568746,1
assets like,8.851848699140056,1,new indirect,560.6120613235312,1,authors conclude,12.226646705909433,1
athens across,8.851848699140056,1,new mobilities,560.6120613235312,1,complete details,12.226646705909433,1
athens like,8.851848699140056,1,new powers,560.6120613235312,1,computed together,12.226646705909433,1
body coverage,8.851848699140056,1,new rehabilitation,560.6120613235312,1,curve roc,12.226646705909433,1
consistent across,8.851848699140056,2,triggered new,560.6120613235312,1,ecology alternative,12.226646705909433,1
inventory across,8.851848699140056,1,xiamen city,560.3838458864789,1,near experiences,12.226646705909433,1
like london,8.851848699140056,1,web solutions,560.3255550034074,1,near newly,12.226646705909433,1
magnitude impacts,8.851848699140056,1,abstraction framework,560.2532483461124,1,near reasoning,12.226646705909433,1
objects databases,8.851848699140056,1,based upon,560.1626264929236,3,productivity decrease,12.226646705909433,1
digital elevation,8.851848699140055,2,american modeling,560.1168019713487,1,rockfall conditioning,12.226646705909433,1
building footprints,8.8492929942363,3,first corrects,560.1168019713487,1,slope curve,12.226646705909433,1
input representations,8.845722596343215,2,jamaica first,560.1168019713487,1,volume prediction,12.226389284022881,1
correlations among,8.84504352123494,2,principled approaches,560.1168019713487,1,architectural beauty,12.22241115593681,1
help release,8.841652932034169,1,ranked first,560.1168019713487,1,earthquake etc,12.22241115593681,1
little help,8.841652932034169,1,removing first,560.1168019713487,1,etc giving,12.22241115593681,1
simulation mas,8.841652932034169,2,zonal modeling,560.1168019713487,1,gps accelerometer,12.22241115593681,1
changsha china,8.836581942486745,1,dominant metrics,559.8759488681587,1,often relied,12.22241115593681,1
china firms,8.836581942486745,1,preprocessing tool,559.8759488681587,1,often shaped,12.22241115593681,1
china sgcc,8.836581942486745,1,viable tool,559.8759488681587,1,pervasive gps,12.22241115593681,1
china sponge,8.836581942486745,1,dimension effectively,559.7684920252466,1,showcase ability,12.22241115593681,1
communication infrastructures,8.836581942486745,1,effectively interpret,559.7684920252466,1,statistically discussed,12.22241115593681,1
different altitudes,8.836581942486745,1,farmland loss,559.7684920252466,1,throughput etc,12.22241115593681,1
different audiences,8.836581942486745,1,layer attribute,559.7684920252466,1,administrators policies,12.216433931943175,1
different essays,8.836581942486745,1,still expensive,559.7684920252466,1,disclosure policies,12.216433931943175,1
different formats,8.836581942486745,1,valid survey,559.7684920252466,1,elderly people,12.216433931943175,1
different hotels,8.836581942486745,1,lulc change,559.6171066977164,2,equitable services,12.216433931943175,1
different majors,8.836581942486745,1,brings new,558.6266922595315,2,fostering people,12.216433931943175,1
different soundscenes,8.836581942486745,1,new paradigms,558.6266922595315,2,french policies,12.216433931943175,1
different trigger,8.836581942486745,1,attendance system,558.2017090960693,1,people expectations,12.216433931943175,1
distinctly different,8.836581942486745,1,cyberphysical system,558.2017090960693,1,people perceive,12.216433931943175,2
either affected,8.836581942486745,1,delayed system,558.2017090960693,1,policies stabilized,12.216433931943175,1
emotion measuring,8.836581942486745,1,linescan system,558.2017090960693,1,retrofit policies,12.216433931943175,1
event processing,8.836581942486745,2,multiagent system,558.2017090960693,1,routine services,12.216433931943175,1
feature analyst,8.836581942486745,1,processor system,558.2017090960693,1,services enterprises,12.216433931943175,1
feature histogram,8.836581942486745,1,system dbms,558.2017090960693,1,specialized services,12.216433931943175,1
geobia feature,8.836581942486745,1,system idss,558.2017090960693,1,understandable policies,12.216433931943175,1
hog feature,8.836581942486745,1,system neuroscience,558.2017090960693,1,vacancy policies,12.216433931943175,1
larger accuracies,8.836581942486745,1,system optimally,558.2017090960693,1,analytical framework,12.216034647377079,2
modes variability,8.836581942486745,1,twin system,558.2017090960693,1,planning decisions,12.215975054915955,3
nodal feature,8.836581942486745,1,cover mapping,558.1859629932685,5,academic attention,12.209188561025572,1
operations bus,8.836581942486745,1,effectively reduce,557.8760344657563,2,agricultural conversion,12.209188561025572,1
operator regression,8.836581942486745,1,study suggests,556.8620581174183,4,assessed synthetically,12.209188561025572,1
optimized layout,8.836581942486745,1,online platform,556.6677254948098,2,boundaries census,12.209188561025572,1
paper looks,8.836581942486745,1,climate solutions,556.6140249780761,2,encode basic,12.209188561025572,1
paper outlines,8.836581942486745,2,urban fabric,556.419929747645,6,hotspot numerous,12.209188561025572,1
paper puts,8.836581942486745,1,irrigation system,556.2162922346484,2,next buffer,12.209188561025572,1
phases processing,8.836581942486745,1,system dss,556.2162922346484,2,numerous geometrical,12.209188561025572,1
portland compared,8.836581942486745,1,academic literature,555.0011643717415,1,ordinary optical,12.209188561025572,1
processing delay,8.836581942486745,1,associated determinants,555.0011643717415,1,phase deals,12.209188561025572,1
regression plsr,8.836581942486745,1,associated gdp,555.0011643717415,1,rental properties,12.209188561025572,1
regression vot,8.836581942486745,1,countries france,555.0011643717415,1,socially sensed,12.209188561025572,1
rich yet,8.836581942486745,1,difficulty associated,555.0011643717415,1,total targets,12.209188561025572,1
temperature lst,8.836581942486745,8,spectral magnitude,555.0011643717415,1,cells leading,12.208505099212264,1
thermal infrared,8.836581942486745,2,spots associated,555.0011643717415,1,collaboration purposes,12.208505099212264,1
weifang china,8.836581942486745,1,user intervention,555.0011643717415,1,discover interesting,12.208505099212264,1
adaptive mechanism,8.831528714760461,1,adaptive weighting,554.9585565352386,1,extensively studied,12.208505099212264,1
background noise,8.831528714760461,1,ecology morphology,554.9585565352386,1,leading indicator,12.208505099212264,1
block drone,8.831528714760461,1,lower elevation,554.9415152323603,1,node degree,12.208505099212264,1
considering examples,8.831528714760461,1,terrain elevation,554.9415152323603,1,operating accident,12.208505099212264,1
deep belief,8.831528714760461,1,research aims,554.8406061948855,7,procedural automation,12.208505099212264,1
fuzzy analytical,8.831528714760461,2,coordinate system,554.2428751896259,2,published frameworks,12.208505099212264,1
geometric inputs,8.831528714760461,1,shm system,554.2428751896259,1,resilient society,12.208505099212264,1
morphology contributes,8.831528714760461,1,additionally efficient,553.716338216293,2,severe deprivation,12.208505099212264,1
places near,8.831528714760461,1,health monitoring,552.6886465270737,3,software ten,12.208505099212264,1
source localization,8.831528714760461,1,achieved excellent,552.6606609891436,1,strong link,12.208505099212264,1
street corner,8.831528714760461,1,across municipalities,552.6606609891436,1,weight coefficient,12.208505099212264,2
street explorer,8.831528714760461,1,automatic wearable,552.6606609891436,1,zone calculation,12.208505099212264,1
