uni_gram,uni_gram_freq,uni_gram_docIDs,bi_gram,bi_gram_freq,bi_gram_docIDs,tri_gram,tri_gram_freq,tri_gram_docIDs
termination,1,1,initial fourteen,1,1,cellular automata markov,1,1
equations,2,1,investigation reports,1,1,cellular chain model,1,1
nec,2,1,ioe model,1,1,chain model urban,1,1
blogs,1,1,landslide causal,1,1,cities creating precise,1,1
chord,1,1,models frequency,1,1,commercial density elevation,1,1
constructors,1,1,optimal case,1,1,creating precise simulation,1,1
forums,1,1,performed based,1,1,environmental variables slope,1,1
hosting,1,1,ratio certainty,1,1,expansion patterns using,1,1
instant,1,1,redundant factors,1,1,future cities creating,1,1
messaging,1,1,reports aerial,1,1,future land change,1,1
moscow,1,1,reservoir china,1,1,generate potential transition,1,1
tense,1,1,respective optimal,1,1,guide local authorities,1,1
tv,1,1,susceptibility evaluations,1,1,highly impact change,1,1
bing,1,1,susceptibility using,1,1,improved model prediction,1,1
gatekeepers,1,1,three gorges,1,1,improving change modeling,1,1
naver,1,1,used three,1,1,incorporate several driving,1,1
panorama,1,1,using earlier,1,1,irbid city jordan,1,1
reputation,1,1,via factor,1,1,jordan food security,1,1
streetside,1,1,weight coefficients,1,1,kappa indices including,1,1
tencent,1,1,annual growth,2,1,many puzzling factors,1,1
unreliability,1,1,accuracy due,1,1,many recent studies,1,1
yandex,1,1,accuracy ranges,1,1,maps using ann,1,1
der,1,1,accuracy user,1,1,markov chain model,1,1
enz,1,1,algorithm random,1,1,model urban growth,1,1
potsdam,1,1,analyzing land,1,1,model using kappa,1,1
agglomerative,1,1,annual expansion,1,1,modeling many recent,1,1
concretize,1,1,approaches maximum,1,1,patterns using artificial,1,1
convoluted,1,1,area dhaka,1,1,potential transition maps,1,1
copying,1,1,area statistics,1,1,protect agricultural regions,1,1
idss,1,1,bangladesh random,1,1,puzzling factors affecting,1,1
igi,1,1,best use,1,1,recent studies developed,1,1
permission,1,1,change patterns,1,1,research utilizes different,1,1
prohibited,1,1,changing pattern,1,1,several driving forces,1,1
superstructures,3,1,city area,1,1,spatial modeling many,1,1
chimneys,2,1,city corporation,1,1,substantially outperforms model,1,1
dormers,2,1,city towards,1,1,sustaining jordan food,1,1
csbs,1,1,classified eight,1,1,transition maps using,1,1
gable,1,1,classifier accurate,1,1,urban centers distance,1,1
nonplanar,1,1,computing software,1,1,urban expansion patterns,1,1
novelties,1,1,core city,1,1,using ann model,1,1
huizhou,2,1,corridors include,1,1,using kappa indices,1,1
accompanied,1,1,cover wetland,1,1,utilizes different spatial,1,1
cast,1,1,critical given,1,1,variables slope distance,1,1
differed,1,1,critical land,1,1,augmentation based voting,1,1
paid,1,1,detailed knowledge,1,1,based voting scheme,1,1
estates,3,1,dhaka bangladesh,1,1,building detection compared,1,1
condos,1,1,dhaka city,1,1,building footprints building,1,1
dispersal,1,1,dhaka transforming,1,1,building footprints loco,1,1
excessively,1,1,dhaka using,1,1,building size predictions,1,1
owned,1,1,ecological risk,1,1,computationally challenging due,1,1
privately,1,1,eight periods,1,1,constrained regression modeling,1,1
strike,1,1,employing random,1,1,detection however yolo,1,1
undesirable,1,1,employment centers,1,1,energy suitability analysis,1,1
interviewees,3,1,ensemble classifier,1,1,footprints building footprints,1,1
infusion,2,1,ensemble shown,1,1,identify building footprints,1,1
agendas,1,1,environmental resources,1,1,identify small objects,1,1
espoo,1,1,expanded quickly,1,1,invariant augmentation based,1,1
finnish,1,1,expansion rate,1,1,large training datasets,1,1
gauged,1,1,expansion took,1,1,leveraging deep learning,1,1
helsinki,1,1,facilitate detailed,1,1,object detection however,1,1
nordic,1,1,factors occurring,1,1,phase experiments show,1,1
sway,1,1,forest combined,1,1,planning solar energy,1,1
avoidance,1,1,greater dhaka,1,1,prediction phase experiments,1,1
cpp,1,1,growth trajectories,1,1,propose loco framework,1,1
elementary,1,1,higher land,1,1,rapidly identify building,1,1
imitates,1,1,however required,1,1,related work yolo,1,1
pathfinder,1,1,human interpretation,1,1,remote sensing datasets,1,1
priors,1,1,include higher,1,1,solar energy suitability,1,1
replicates,1,1,increase rate,1,1,suitability analysis etc,1,1
session,1,1,increased recently,1,1,urban planning solar,1,1
downwind,2,1,independent techniques,1,1,uses constrained regression,1,1
nrmse,2,1,information produced,1,1,urban agglomeration scales,2,1
roadside,2,1,intricate nature,1,1,across different regions,1,1
exposed,1,1,kappa values,1,1,adjacencies pladj patch,1,1
feasibly,1,1,land vegetation,1,1,affect fine particulate,1,1
infeasible,1,1,likelihood employing,1,1,agglomeration scales comprehensive,1,1
locationally,1,1,map show,1,1,agglomeration scales understanding,1,1
googlenet,1,1,net increase,1,1,area ca number,1,1
retrieving,1,1,north northwest,1,1,become increasingly noticeable,1,1
symbolical,1,1,northern corridors,1,1,chinese cities comparative,1,1
caledonia,3,1,obtained high,1,1,cities comparative analysis,1,1
lu,3,1,period expanded,1,1,comprehensive evaluation index,1,1
cartographic,1,1,periods associated,1,1,concentration change seasonally,1,1
cyclones,1,1,peripheral areas,1,1,concentration relationship change,1,1
democratization,1,1,previously agricultural,1,1,concentrations become increasingly,1,1
huangpi,2,1,quantum increase,1,1,concentrations within different,1,1
jiangxia,2,1,random ensemble,1,1,control variables temperature,1,1
affordability,1,1,rate however,1,1,could effectively reduce,1,1
cooccurrence,1,1,recently driven,1,1,delta pearl river,1,1
differs,1,1,resources interest,1,1,different regions thus,1,1
glcm,1,1,resulting thematic,1,1,evaluation index system,1,1
hough,1,1,scales detailed,1,1,fine particulate concentrations,1,1
lbp,1,1,sensor imagery,1,1,flexible urban planning,1,1
lsd,1,1,shown quantum,1,1,form could effectively,1,1
manifestation,1,1,software imagery,1,1,form metrics total,1,1
proving,1,1,southwest regions,1,1,forms affect fine,1,1
demographers,1,1,statistics derived,1,1,ideal urban form,1,1
drawback,1,1,study therefore,1,1,index lsi percentage,1,1
saying,1,1,thematic land,1,1,integrating three control,1,1
stabilize,1,1,thematic map,1,1,like adjacencies pladj,1,1
taiwan,1,1,therefore serve,1,1,metrics total urban,1,1
ubce,8,1,towards northern,1,1,np landscape shape,1,1
bef,5,1,transforming areas,1,1,particulate concentrations within,1,1
changxing,3,1,soundscape classification,2,1,patches np landscape,1,1
alleviation,1,1,soundscape evaluation,2,1,pladj patch cohesion,1,1
rental,6,1,urban soundscapes,2,1,relationship change seasonally,1,1
atlanta,2,1,acoustical categorization,1,1,river delta pearl,1,1
saliency,2,1,applying support,1,1,scales comprehensive evaluation,1,1
attends,1,1,appropriate soundscape,1,1,scattered urban form,1,1
hides,1,1,authorities need,1,1,seasonal variations across,1,1
homeowners,1,1,complexity associated,1,1,six urban form,1,1
renters,1,1,correctly classified,1,1,solve pollution problem,1,1
offenses,2,1,criteria thus,1,1,spatial regression model,1,1
afternoon,1,1,developing model,1,1,three control variables,1,1
batteries,1,1,developing soundscape,1,1,total urban area,1,1
robberies,1,1,ensure appropriate,1,1,urban agglomeration scale,1,1
sludge,4,1,essential step,1,1,urban area ca,1,1
fecal,3,1,evaluation applying,1,1,urban concentration relationship,1,1
filtration,2,1,great complexity,1,1,urban concentration relationships,1,1
settling,2,1,instances correctly,1,1,urban development thus,1,1
supernatant,2,1,machines trained,1,1,urban form compactness,1,1
ts,2,1,match people,1,1,urban form could,1,1
ammonium,1,1,minimal optimization,1,1,urban forms affect,1,1
containments,1,1,model achieves,1,1,variables temperature ndvi,1,1
onsite,1,1,model classification,1,1,variations across different,1,1
ph,1,1,need range,1,1,within different seasons,1,1
solids,1,1,optimization smo,1,1,yangtze river delta,1,1
makkah,2,1,outstanding performance,1,1,road traffic congestion,2,1
appropriateness,1,1,people expectations,1,1,acquiring ikasl algorithm,1,1
arabia,1,1,perceptual criteria,1,1,address two key,1,1
bright,1,1,problem two,1,1,although public policy,1,1
dark,1,1,proposes model,1,1,although significant volume,1,1
deliberated,1,1,sequential minimal,1,1,approach uses hyperdimensional,1,1
oxford,1,1,smo algorithm,1,1,approximately million vehicular,1,1
saudi,1,1,smo model,1,1,arterial road network,1,1
contextually,2,1,sound standpoint,1,1,bluetooth identifiers placed,1,1
geodemographics,1,1,soundscape management,1,1,commuter trips represented,1,1
leeds,1,1,soundscapes based,1,1,computing road traffic,1,1
propensity,1,1,specific task,1,1,enable capture trajectories,1,1
scepticism,1,1,techniques support,1,1,environmental issues although,1,1
underpins,1,1,underlying acoustical,1,1,environments using incremental,1,1
arrive,1,1,dem distance,3,1,hyperdimensional computing road,1,1
branch,1,1,distance factors,3,1,increasingly complex challenge,1,1
cascade,1,1,contribution rate,2,1,incremental knowledge acquiring,1,1
cornerstones,1,1,development zone,2,1,incremental learning approach,1,1
decisive,1,1,economic factors,2,1,incremental machine learning,1,1
exerts,1,1,expansion natural,2,1,infrastructure traffic congestion,1,1
inadequately,1,1,main driving,2,1,issues although significant,1,1
organisms,1,1,arcgis software,1,1,knowledge acquiring ikasl,1,1
stating,1,1,area eight,1,1,million vehicular movement,1,1
understandings,1,1,area expansion,1,1,movement across intersections,1,1
mla,3,1,basic component,1,1,movement records obtained,1,1
corporate,2,1,binary dependent,1,1,much less attention,1,1
mainland,2,1,china many,1,1,new infrastructure traffic,1,1
connectivities,1,1,chosen including,1,1,novel unsupervised incremental,1,1
fortune,1,1,construction provided,1,1,numerous social economic,1,1
interlocking,1,1,core topic,1,1,policy promotes transport,1,1
pseudo,1,1,dem rivers,1,1,prediction although public,1,1
tips,1,1,dem topographic,1,1,promotes transport alternatives,1,1
ncbas,10,1,demonstrated distance,1,1,proposing novel unsupervised,1,1
jinan,2,1,density aspect,1,1,public policy promotes,1,1
contributive,1,1,density distance,1,1,received much less,1,1
impeded,1,1,development determining,1,1,road traffic prediction,1,1
kunming,1,1,development researching,1,1,traffic congestion detection,1,1
pa,1,1,development zones,1,1,traffic prediction profiling,1,1
proceed,1,1,eight categories,1,1,two key problems,1,1
registered,1,1,empirical relationships,1,1,unsupervised incremental learning,1,1
xi,1,1,ensemble method,1,1,urban environments poses,1,1
norway,1,1,evolution process,1,1,uses hyperdimensional computing,1,1
oslo,1,1,expansion synthetically,1,1,using incremental machine,1,1
scanners,1,1,expansion trends,1,1,vehicular movement across,1,1
excel,1,1,expansion urban,1,1,vehicular movement records,1,1
reproducible,1,1,factors decided,1,1,accurate anonymized telecom,1,1
establishments,3,1,factors four,1,1,amenities natural water,1,1
approximating,1,1,factors logistic,1,1,analyze citywide discrete,1,1
approximation,1,1,factors three,1,1,anonymized telecom data,1,1
atypical,1,1,factorswere less,1,1,cellular devices remain,1,1
characterizes,1,1,forces affecting,1,1,certain roaming distance,1,1
circumscribe,1,1,forces analysis,1,1,citywide discrete urban,1,1
compacity,1,1,four social,1,1,data fundamental aspect,1,1
configured,1,1,important driving,1,1,devices remain within,1,1
cylinder,1,1,independent categorical,1,1,discrete urban spaces,1,1
hotspots,1,1,leading factors,1,1,diversity multivariate linear,1,1
redefinition,1,1,learning traditions,1,1,entertainment amenities natural,1,1
revisiting,1,1,less important,1,1,expose clear correlations,1,1
unexplored,1,1,location factors,1,1,foundational design tool,1,1
unmovable,1,1,maps dem,1,1,geolocated telecom data,1,1
worth,1,1,maps zoning,1,1,highly accurate anonymized,1,1
misconduct,2,1,may provide,1,1,highly performative urban,1,1
smuggling,2,1,much influence,1,1,human behavioral patterns,1,1
allotment,1,1,natural factorswere,1,1,inferring urban performance,1,1
kidnapping,1,1,plan gdp,1,1,laborious data collection,1,1
plaza,1,1,process predicting,1,1,natural water features,1,1
sexual,1,1,provide us,1,1,negative impact ultimately,1,1
till,1,1,railway land,1,1,performative urban places,1,1
watermarking,1,1,railway meanwhile,1,1,remain within certain,1,1
weapons,1,1,railway population,1,1,reversed urbanism inferring,1,1
misclassifications,1,1,rapid relentless,1,1,reversed urbanism methodology,1,1
orthorectification,1,1,rational control,1,1,road network others,1,1
passed,1,1,rationally utilize,1,1,spaces using highly,1,1
afsa,1,1,relentless urban,1,1,study proposes novel,1,1
eulg,1,1,researches focused,1,1,study suggests reversed,1,1
nulg,1,1,resources determining,1,1,successful public spaces,1,1
periphery,1,1,result illustrated,1,1,suggests reversed urbanism,1,1
sensible,1,1,river dem,1,1,telecom data fundamental,1,1
sulg,1,1,river rural,1,1,telecom data obtained,1,1
digitised,1,1,rural residential,1,1,temporal telecom data,1,1
indeed,1,1,rural settlements,1,1,urban design planning,1,1
realise,1,1,scientific basis,1,1,urban spaces using,1,1
reconstructions,1,1,shenyang city,1,1,urbanism inferring urban,1,1
unavoidable,1,1,slope based,1,1,users geolocated telecom,1,1
valorising,1,1,software ten,1,1,using highly accurate,1,1
versions,1,1,spatial form,1,1,various urban features,1,1
hanoi,2,1,statistical yearbooks,1,1,well performing cities,1,1
sand,2,1,ten driving,1,1,within certain roaming,1,1
vietnam,2,1,three distance,1,1,within meters resolution,1,1
gravel,1,1,three natural,1,1,achieve sustainable urbanization,1,1
underestimated,1,1,top four,1,1,agency urban land,1,1
masonry,4,1,total contribution,1,1,annual land use,1,1
unreinforced,4,1,two factors,1,1,changed local land,1,1
deaths,1,1,types development,1,1,chongqing china analysis,1,1
diaphragm,1,1,utilize land,1,1,defective ones markov,1,1
diaphragms,1,1,variables boosted,1,1,farmland protection policy,1,1
murs,1,1,whole location,1,1,hierarchical farmland protection,1,1
mile,2,1,years driving,1,1,inside three industry,1,1
audiences,1,1,zone construction,1,1,land management agency,1,1
fpga,1,1,zone distance,1,1,liangjiang new district,1,1
neotype,1,1,zoning maps,1,1,local policies promoted,1,1
processor,1,1,detection approaches,2,1,management agency urban,1,1
purchased,1,1,rs data,2,1,markov automata modelling,1,1
resistance,1,1,agriculture investigation,1,1,minimize farmland loss,1,1
shuttle,1,1,analyzed subsequently,1,1,national overall plan,1,1
volatility,1,1,analyzed systematically,1,1,ones markov automata,1,1
indirect,1,1,applicability finally,1,1,overall plan scenario,1,1
linkages,1,1,approaches outperform,1,1,place inside three,1,1
redistribution,1,1,available open,1,1,plan scenario significant,1,1
reorganization,1,1,challenges change,1,1,planned urban zones,1,1
strengthening,1,1,classified based,1,1,policies promoted development,1,1
willingness,1,1,combined heterogeneous,1,1,predict future urbanization,1,1
colossal,1,1,data street,1,1,rapidly urbanizing areas,1,1
fingerto,1,1,data synthetic,1,1,rapidly urbanizing district,1,1
