doc_id,title,score,similar_cluster_no,similar_doc_id,similar_title
,,0.68,4,30,From land cover-graphs to urban structure types
,,0.68,-1,184,A machine learning-based classification system for urban built-up areas using multiple classifiers and data sources
,,0.67,6,309,Using Random Forests on Real-World City Data for Urban Planning in a Visual Semantic Decision Support System
,,0.67,6,410,Street view imagery in urban analytics and GIS: A review
,,0.67,6,423,Subjectively measured streetscape perceptions to inform urban design strategies for Shanghai
,,0.67,6,43,StreetVizor: Visual Exploration of Human-Scale Urban Forms Based on Street Views
,,0.67,6,427,"Panoramic street-level imagery in data-driven urban research: A comprehensive global review of applications, techniques, and practical considerations"
,,0.66,-1,217,Classification of urban scenes from georeferenced images in urban street-view context
,,0.66,6,360,An investigation of the visual features of urban street vitality using a convolutional neural network
,,0.65,-1,314,Detecting advertising on building façades with computer vision
,,0.65,-1,88,Understanding cities with machine eyes: A review of deep computer vision in urban analytics
,,0.64,6,59,A human-machine adversarial scoring framework for urban perception assessment using street-view images
,,0.64,4,428,Comparing three machine learning techniques for building extraction from a digital surface model
,,0.64,6,390,Holistic visual data representation for built environment assessment
,,0.64,6,11,Measuring human perceptions of a large-scale urban region using machine learning
,,0.63,6,27,Measuring daily accessed street greenery: A human-scale approach for informing better urban planning practices
,,0.63,-1,342,Classification of Urban Functional Areas from Remote Sensing Images and Time-Series User Behavior Data
,,0.63,9,507,A deep learning approach to urban street functionality prediction based on centrality measures and stacked denoising autoencoder
,,0.63,4,411,Automated classification of building structures for urban built environment identification using machine learning
,,0.63,4,364,A Self-Supervised Learning Framework for Road Centerline Extraction from High-Resolution Remote Sensing Images
,,0.63,6,470,Evolution of historical urban landscape with computer vision and machine learning: A case study of Berlin
,,0.62,4,111,Road centerline extraction from very-high-resolution aerial image and LiDAR data based on road connectivity
,,0.62,4,451,Machine Learning Methods for Road Edge Detection on Fused Airborne Hyperspectral and LIDAR Data
,,0.62,4,19,Using convolutional networks and satellite imagery to identify patterns in urban environments at a large scale
435,Designing roadside green infrastructure to mitigate traffic-related air pollution using machine learning,0.7500,5,526,Characterizing air quality in urban areas with mobile measurement and high resolution open spatial data: Comparison of different machine-learning approaches using a visual interface
,,0.69,5,257,Investigation of the impact of land-use distribution on pm2.5 in weifang: Seasonal variations
,,0.66,5,425,Demystifying uncertainty in PM10 susceptibility mapping using variable drop-off in extreme-gradient boosting (XGB) and random forest (RF) algorithms
,,0.65,5,255,Predicting urban cold-air paths using boosted regression trees
,,0.65,5,440,"Towards low carbon cities: A machine learning method for predicting urban blocks carbon emissions (UBCE) based on built environment factors (BEF) in Changxing City, China"
,,0.65,2,133,A comparison of machine learning methods for the prediction of traffic speed in Urban places
,,0.64,-1,463,Machine Learning Predictors for Sustainable Urban Planning
,,0.64,5,39,Turning down the heat: An enhanced understanding of the relationship between urban vegetation and surface temperature at the city scale
,,0.64,5,247,Predicting stream water quality under different urban development pattern scenarios with an interpretable machine learning approach
,,0.64,5,83,"Using a gradient boosting model to improve the performance of low-cost aerosol monitors in a dense, heterogeneous urban environment"
,,0.63,5,446,Investigation of urban climates and built environment relations by using machine learning
,,0.62,-1,184,A machine learning-based classification system for urban built-up areas using multiple classifiers and data sources
,,0.62,4,109,Comparative assessment of machine learning methods for urban vegetation mapping using multitemporal Sentinel-1 imagery
,,0.62,5,213,An Evaluation Index for Cross Ventilation Based on CFD Simulations and Ventilation Prediction Model Using Machine Learning algorithms
,,0.62,5,499,Combining CityGML files and data-driven models for microclimate simulations in a tropical city
,,0.62,6,27,Measuring daily accessed street greenery: A human-scale approach for informing better urban planning practices
,,0.62,5,414,Evaluating the role of urban fabric on surface urban heat island: The case of Istanbul
,,0.60,5,522,A Machine Learning-Based Method for Predicting Urban Land Use
,,0.60,-1,415,Smart environment design planning for smart city based on deep learning
,,0.59,5,138,Machine learning for geographically differentiated climate change mitigation in urban areas
,,0.59,5,527,Mining and Analysis of Air Quality Data to Aid Climate Change
,,0.59,6,252,A data-informed analytical approach to human-scale greenway planning: Integrating multi-sourced urban data with machine learning algorithms
,,0.59,5,28,Estimation of daily maximum and minimum air temperatures in urban landscapes using MODIS time series satellite data
,,0.59,4,31,Land-use-change modeling using unbalanced support-vector machines
,,0.59,5,197,Comparing machine learning classification schemes - A GIS approach
,,0.59,5,206,Investigating important urban characteristics in the formation of urban heat islands: a machine learning approach
,,0.59,7,386,Machine learning for real-time urban metrics and design recommendations
,,0.59,4,382,Application of machine learning in urban greenery land cover extraction
,,0.59,4,53,Land-cover classification and analysis of change using machine-learning classifiers and multi-temporal remote sensing imagery
,,0.59,5,114,Data-driven model for cross ventilation potential in high-density cities based on coupled CFD simulation and machine learning
503,On the development of a novel approach for identifying perennial drainage in Southern Brazil: A study case integrating sentinel-2 and high-resolution digital elevation models with machine learning techniques,0.7500,4,166,Analysis of land use and land cover change in a coastal area of Rio de Janeiro using high-resolution remotely sensed data
,,0.73,4,147,Geographic object based image analysis of world view-3 imagery for urban hydrologic modelling at the catchment scale
,,0.71,0,154,"Urban pluvial flooding prediction by machine learning approaches – a case study of Shenzhen city, China"
,,0.70,4,26,Combining Pixel-and Object-Based Machine Learning for Identification of Water-Body Types from Urban High-Resolution Remote-Sensing Imagery
,,0.69,4,53,Land-cover classification and analysis of change using machine-learning classifiers and multi-temporal remote sensing imagery
,,0.68,4,540,Machine Learning for Strategic Urban Planning
,,0.67,5,221,"Urban Water Demand Modeling Using Machine Learning Techniques: Case Study of Fortaleza, Brazil"
,,0.67,4,109,Comparative assessment of machine learning methods for urban vegetation mapping using multitemporal Sentinel-1 imagery
,,0.66,0,6,Urban flood risk mapping using the GARP and QUEST models: A comparative study of machine learning techniques
,,0.66,0,168,"Rainfall-induced shallow landslide detachment, transit and runout susceptibility mapping by integrating machine learning techniques and gis-based approaches"
